id,Actual_price,Product_availability,Condition,Currency,Country,brand,Description,Category_name,primaryCategories,name,weight_in_kg,Actual_price_log,brand_standarized,Actual_price_mean_by_category_name,Category_name_encoded,Category_name_encoded_log
53,169.85,Yes,New,USD,USA,Grace Digital,"Electronics,Home Audio & Theater,Home Audio,All Home Speakers,Speaker Systems,Portable Audio & Video,Portable Speakers & Docks,Portable Bluetooth Speakers,Audio,Bluetooth & Wireless Speakers,Stereos,Electrical,Home Electronics,Portable Audio","speaker, portable, bluetooth",Electronics,EcoXGear Ecostone Bluetooth Speaker,1.360776,5.1407,grace digital,109.92,189.04209341022826,5.2472
54,519.79,Yes,New,USD,USA,Apple,"Computers,Computers & Accessories,Tablets,iPads,Electronics,iPad & Tablets,Used:Tablets,iPad Pro 9.7-inch,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,iPad Pro,All Tablets,Computers & Tablets,Apple iPad,9.7\\ iPad Pro,iPad,Tablets & eBook Readers","tablet, computer, ipad",Electronics,Apple - Pre-owned 9.7-inch iPad Pro - 32GB - Space gray,6.9399576000000005,6.2553,apple,375.7833,332.73749611705585,5.8103
55,154.99,Yes,New,USD,USA,Dell,"Computers,Wholesale Lots,Electronics Features,Computer Accessories,Networking,Computers & Accessories,Computer Accessories & Peripherals,Docking Stations,Docking Stations & Locks,Computer & Tablet Accessories,Notebook Accessories,Electronics,Computers/Tablets & Networking,Access Points, Hubs & Switches,Laptop & Desktop Accessories,Laptop Accessories,Docking Stations Port Replicators,Computers & Tablets,Laptop Docking Stations,Technology & Services","tablet, computer, ipad",Electronics,Dell USB 3.0 Ultra HD/4K Triple Display Docking Station (D3100),0.28576296,5.0497,dell,375.7833,332.73749611705585,5.8103
56,452.57,Yes,Refurbished,USD,USA,Apple,"Computers,Computers & Accessories,Tablets,iPads,Electronics,iPad & Tablets,Used:Tablets,iPad Pro 9.7-inch,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,iPad Pro,All Tablets,Computers & Tablets,Apple iPad,9.7\\ iPad Pro,iPad,Tablets & eBook Readers","tablet, computer, ipad",Electronics,Apple - Pre-owned 9.7-inch iPad Pro - 32GB - Space gray,6.9399576000000005,6.1171,apple,375.7833,332.73749611705585,5.8103
57,169.0,Yes,New,USD,USA,Actiontec,"Streaming Media Player Accessories,External Components,TV, Video & Home Audio,Computers & Accessories,Tv & Av Cables,Electronics,Electronics Deals,KVM Switches,TVs Entertainment,PC to TV,TV & Home Theater,TV, Video & Audio Accessories,General Accessories,Speakers & Audio Systems,Tvs & Home Theater,Consumer Electronics,Audio/Video Transmitters,Streaming Media Players,Home Audio,Audio,Tv & Home Theater Accessories,Cables & Chargers,Audio Visual Accessories","tv, streaming, medium",Electronics,MyWirelessTV2 Multi-Room Wireless HD Video Kit,0.907184,5.1358,actiontec,169.0,235.1121805958816,5.4643
58,254.99,Yes,New,USD,USA,Samsung,"Samsung Tax Time Savings,TV, Video & Home Audio,Samsung TVs,Electronics,Televisions,TVs Entertainment,TV & Home Theater,TVs by Brand,All Flat-Panel TVs,LED & LCD TVs,All TVs,Consumer Electronics,TVs,TV & Video,Television & Video","tv, television, led",Electronics,"Samsung - 32 Class (31.5"" Diag.) - LED - 720p - Smart - HDTV""",4.082328,5.5451,samsung,492.37,428.3156767491542,6.0621
59,456.89,Yes,New,USD,USA,Sony,"TV, Video & Home Audio,Frys,Electronics,Shop TVs by Type,Televisions,TV & Home Theater,Televisions Video Equipment,All Flat-Panel TVs,LED & LCD TVs,Consumer Electronics,TVs,Television & Video,Smart TVs","tv, television, led",Electronics,"Sony - 40 class (39.5"" Diag.) - LED - 1080p - Smart - HDTV""",8.10115312,6.1266,sony,492.37,428.3156767491542,6.0621
60,599.99,Yes,New,USD,USA,Sony,"TV, Video & Home Audio,Frys,Electronics,Shop TVs by Type,Televisions,TV & Home Theater,Televisions Video Equipment,All Flat-Panel TVs,LED & LCD TVs,Consumer Electronics,TVs,Television & Video,Smart TVs","tv, television, led",Electronics,"Sony - 40 class (39.5"" Diag.) - LED - 1080p - Smart - HDTV""",8.10115312,6.3985,sony,492.37,428.3156767491542,6.0621
61,449.99,Yes,New,USD,USA,Sony,"TV, Video & Home Audio,Electronics,Televisions,TVs Entertainment,TV & Home Theater,TV, Audio / Video, Gaming & Wearables,All Flat-Panel TVs,LED & LCD TVs,All TVs,Consumer Electronics,TVs,TV & Video,LCD Televisions,Smart TVs by Brand,Television & Video,Sony Smart TVs","tv, television, led",Electronics,W650D-Series 48-Class Full HD Smart LED TV,10.20582,6.1114,sony,492.37,428.3156767491542,6.0621
62,699.99,,New,USD,USA,Samsung,"Electronics,Shop TVs by Type,Computers Features,TVs Entertainment,Televisions,Tvs & Home Theater,Tvs,Featured Brands,College Tvs & Home Theater,TV, Video & Audio Parts,Television & Video,LED TVs,Ways To Shop,TVs & Electronics,TV, Video & Home Audio,On To College,Electronics Deals,Interests & Categories,TV & Home Theater,Mobile,All Flat-Panel TVs,College Electronics,LED & LCD TVs,Consumer Electronics,TV & Video,TV Boards, Parts & Components,By Recipient,Gifts,Samsung,Host & Hostess,Back To College,Smart TVs,Holiday Shop,Electronics & Gadgets","tv, television, led",Electronics,"SAMSUNG 40 Class FHD (1080P) Smart LED TV (UN40J5200AF)""",9.525432,6.5524,samsung,492.37,428.3156767491542,6.0621
63,299.99,Yes,,USD,USA,Sonos,"Stereos,Dining & Entertaining,Speaker Systems,Electronics,TVs Entertainment,Wireless & Streaming Audio,All Home Speakers,Speakers & Audio Systems,Wireless Speakers,Wireless & Multiroom Audio,Home Speakers & Subwoofers,Shelf Systems,Ways To Shop,Electronics Features,TV, Video & Home Audio,Wireless Multiroom Audio Systems,Interests & Categories,Speakers,Home Audio & Theater,Wireless Home Speakers,Consumer Electronics,Wireless and Bluetooth Speakers,Home Audio,Audio,Wireless Multi-Room Speakers,Electronics & Gadgets","wireless, speaker, audio",Electronics,PLAY:3 Wireless Speaker (Black),2.5854744,5.707,sonos,299.99,278.7860945545538,5.634
